"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0061630","ubiquitin protein ligase activity","45/73","353/18639",0.127478753541076,32.5489929760565,37.5245425910417,1.32082580019063e-59,1.65103225023829e-57,1.25130865281217e-57,"MEFV/TRIM27/TRIM21/TRIM25/TRIM26/TRIM10/TRIM22/TRIM38/TRIM35/TRIM58/TRIM17/TRIM34/BSPRY/TRIM68/TRIM39/TRIM49/RNF39/TRIM11/TRIM7/TRIM51/TRIM5/TRIM4/TRIM15/TRIM6/TRIM64/TRIM51G/TRIM43/TRIM50/TRIM69/TRIM60/TRIM65/TRIML2/TRIM49B/TRIML1/TRIM73/TRIM77/TRIM61/TRIM75/TRIM49D1/TRIM72/TRIM64B/TRIM49C/TRIM64C/TRIM43B/TRIM49D2",45
"GO:0061659","ubiquitin-like protein ligase activity","45/73","372/18639",0.120967741935484,30.8865444100751,36.510305716859,1.58808086700048e-58,9.92550541875299e-57,7.52248831737069e-57,"MEFV/TRIM27/TRIM21/TRIM25/TRIM26/TRIM10/TRIM22/TRIM38/TRIM35/TRIM58/TRIM17/TRIM34/BSPRY/TRIM68/TRIM39/TRIM49/RNF39/TRIM11/TRIM7/TRIM51/TRIM5/TRIM4/TRIM15/TRIM6/TRIM64/TRIM51G/TRIM43/TRIM50/TRIM69/TRIM60/TRIM65/TRIML2/TRIM49B/TRIML1/TRIM73/TRIM77/TRIM61/TRIM75/TRIM49D1/TRIM72/TRIM64B/TRIM49C/TRIM64C/TRIM43B/TRIM49D2",45
"GO:0004842","ubiquitin-protein transferase activity","45/73","449/18639",0.10022271714922,25.5897428074564,33.0721720040474,1.09960660440497e-54,4.58169418502073e-53,3.47244190864729e-53,"MEFV/TRIM27/TRIM21/TRIM25/TRIM26/TRIM10/TRIM22/TRIM38/TRIM35/TRIM58/TRIM17/TRIM34/BSPRY/TRIM68/TRIM39/TRIM49/RNF39/TRIM11/TRIM7/TRIM51/TRIM5/TRIM4/TRIM15/TRIM6/TRIM64/TRIM51G/TRIM43/TRIM50/TRIM69/TRIM60/TRIM65/TRIML2/TRIM49B/TRIML1/TRIM73/TRIM77/TRIM61/TRIM75/TRIM49D1/TRIM72/TRIM64B/TRIM49C/TRIM64C/TRIM43B/TRIM49D2",45
"GO:0019787","ubiquitin-like protein transferase activity","45/73","479/18639",0.0939457202505219,23.987044928075,31.9591257057758,2.23731660399316e-53,6.99161438747862e-52,5.29890774629959e-52,"MEFV/TRIM27/TRIM21/TRIM25/TRIM26/TRIM10/TRIM22/TRIM38/TRIM35/TRIM58/TRIM17/TRIM34/BSPRY/TRIM68/TRIM39/TRIM49/RNF39/TRIM11/TRIM7/TRIM51/TRIM5/TRIM4/TRIM15/TRIM6/TRIM64/TRIM51G/TRIM43/TRIM50/TRIM69/TRIM60/TRIM65/TRIML2/TRIM49B/TRIML1/TRIM73/TRIM77/TRIM61/TRIM75/TRIM49D1/TRIM72/TRIM64B/TRIM49C/TRIM64C/TRIM43B/TRIM49D2",45
"GO:0016755","aminoacyltransferase activity","45/73","496/18639",0.0907258064516129,23.1649083075563,31.3728618938612,1.12964138712292e-52,2.8241034678073e-51,2.14037315454869e-51,"MEFV/TRIM27/TRIM21/TRIM25/TRIM26/TRIM10/TRIM22/TRIM38/TRIM35/TRIM58/TRIM17/TRIM34/BSPRY/TRIM68/TRIM39/TRIM49/RNF39/TRIM11/TRIM7/TRIM51/TRIM5/TRIM4/TRIM15/TRIM6/TRIM64/TRIM51G/TRIM43/TRIM50/TRIM69/TRIM60/TRIM65/TRIML2/TRIM49B/TRIML1/TRIM73/TRIM77/TRIM61/TRIM75/TRIM49D1/TRIM72/TRIM64B/TRIM49C/TRIM64C/TRIM43B/TRIM49D2",45
"GO:0003712","transcription coregulator activity","12/73","495/18639",0.0242424242424242,6.18978829389788,7.33816771956691,4.5509711776526e-07,9.48118995344292e-06,7.18574396471464e-06,"MED22/SIN3B/SIN3A/AKIRIN2/AKIRIN1/TRIM27/TRIM21/TRIM25/TRIM22/TRIM38/TRIM5/TRIM15",12
"GO:0005247","voltage-gated chloride channel activity","3/73","12/18639",0.25,63.8321917808219,13.6522202455408,1.23628385441366e-05,0.000220764974002439,0.000167316611875533,"CLCN3/CLCN4/CLCN5",3
"GO:0008308","voltage-gated monoatomic anion channel activity","3/73","18/18639",0.166666666666667,42.5547945205479,11.060068133283,4.50865412845197e-05,0.00070447720757062,0.000533919567842996,"CLCN3/CLCN4/CLCN5",3
"GO:0003713","transcription coactivator activity","7/73","256/18639",0.02734375,6.9816459760274,6.04274691722257,6.39423658870889e-05,0.000888088415098456,0.000673077535653567,"TRIM27/TRIM21/TRIM25/TRIM22/TRIM38/TRIM5/TRIM15",7
"GO:0045159","myosin II binding","2/73","13/18639",0.153846153846154,39.2813487881981,8.65766981357597,0.00114761592498583,0.0128413005172371,0.0097323540762218,"STXBP5L/STXBP5",2
