"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0099503","secretory vesicle","2/16","74/12490",0.027027027027027,21.097972972973,6.21009465861775,0.00393817761209778,0.00393817761209778,1,"clh-5/tom-1",2
"GO:0030667","secretory granule membrane","1/16","4/12490",0.25,195.15625,13.9088319510373,0.00511487467468186,0.00511487467468186,1,"tom-1",1
"GO:0098981","cholinergic synapse","1/16","6/12490",0.166666666666667,130.104166666667,11.3281752288625,0.00766310463354036,0.00766310463354036,1,"tom-1",1
"GO:0098793","presynapse","2/16","122/12490",0.0163934426229508,12.797131147541,4.68951078266056,0.0103837026405701,0.0103837026405701,1,"clh-5/tom-1",2
"GO:0031045","dense core granule","1/16","10/12490",0.1,78.0625,8.73085459635566,0.0127412185380611,0.0127412185380611,1,"tom-1",1
"GO:0031312","extrinsic component of organelle membrane","1/16","10/12490",0.1,78.0625,8.73085459635566,0.0127412185380611,0.0127412185380611,1,"tom-1",1
"GO:0031594","neuromuscular junction","1/16","19/12490",0.0526315789473684,41.0855263157895,6.26231205969968,0.0240780382166179,0.0240780382166179,1,"tom-1",1
"GO:0030141","secretory granule","1/16","26/12490",0.0384615384615385,30.0240384615385,5.30562741962494,0.0328110635296613,0.0328110635296613,1,"tom-1",1
"GO:0030659","cytoplasmic vesicle membrane","2/16","231/12490",0.00865800865800866,6.75865800865801,3.16388514499639,0.0344650201082017,0.0344650201082017,1,"clh-5/tom-1",2
"GO:0000118","histone deacetylase complex","1/16","28/12490",0.0357142857142857,27.8794642857143,5.09948954065519,0.0352927243776241,0.0352927243776241,1,"sin-3",1
"GO:0012506","vesicle membrane","2/16","236/12490",0.00847457627118644,6.61546610169492,3.11906070754373,0.0358433889608585,0.0358433889608585,1,"clh-5/tom-1",2
"GO:0000785","chromatin","2/16","251/12490",0.00796812749003984,6.22011952191235,2.99202552731847,0.0401066503311653,0.0401066503311653,1,"sin-3/akir-1",2
"GO:0031201","SNARE complex","1/16","32/12490",0.03125,24.39453125,4.7455453491529,0.0402381478267438,0.0402381478267438,1,"tom-1",1
